"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"1",6.06956367121261,11.1996233050395,15.592646838063,19.3968241054778,22.7231131456066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",6.2124677120429,11.3517354349784,15.6737847947194,19.3591837449085,22.5389530916297,25.3104699626905,27.7476152210128,29.9074570975531,31.8347761983126,33.5652037106598,35.1274445679884,36.5448824236892,37.8367581005415,39.0190481479698,40.1051289205685,41.1062848760941,42.0321021225602,42.8907763417062,43.6893560621971,44.4339365831171,45.1298158452261,45.7816206852872,46.3934098373279,46.968758528474,47.510828395426,48.0224256097952,48.5060494688263,48.9639332276306,49.3980785807328,49.8102849161664,50.2021742439027,50.5752125268844,50.9307280060981,51.2699270025443,51.5939075923067,51.9036714813809,52.2001343508147,52.4841348972231,52.7564427566707,53.0177654695855,53.2687546194253,53.5100112572338,53.7420907071604,53.9655068338232,54.1807358405369,54.3882196574941,54.5883689706316,54.7815659348675,54.9681666094248,55.1485031478954,55.3228857713859,55.4916045494032,55.6549310099869,55.8131195978884
"3",6.48164192438766,11.8441926718466,16.354446386119,20.2006345332847,23.5193608885276,26.4121661168896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",6.26260710146537,11.5580556369796,16.0943288221822,20.0237641553177,23.4604966382327,26.4917275982467,29.185226883729,31.5944597605172,33.7621719254188,35.722947811417,37.5050696007615,39.1318902327488,40.6228624505406,41.9943203870524,43.2600804410182,44.4319083799305,45.5198861723295,46.5327027940607,47.4778867772127,48.3619936776379,49.1907583378873,49.9692194244105,50.7018219555784,51.3925022285935,52.0447585724387,52.6617106120119,53.2461491625682,53.8005784383448,54.3272519220507,54.828202978823,55.3052710916017,55.7601244315391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",6.34619948981585,11.7016507032922,16.2815633715035,20.2430253260888,23.7033827996232,26.7520605978995,29.4584003877606,31.8769988561894,34.0514291372556,36.0168893139127,37.8021223393757,39.4308309579455,40.9227360867245,42.2943792499603,43.5597384797188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",5.51316524655109,10.1872853318334,14.2003563353193,17.683352358424,20.7347910586266,23.4302008495914,25.8284569857978,27.9761315716819,29.9105477374849,31.6619670347896,33.2551840826873,34.7107077633107,36.0456488495785,37.274395801436,38.4091354533966,39.4602585970712,40.4366790902232,41.3460872638908,42.1951528860464,42.9896890204898,43.7347852974772,44.4349170567989,45.0940353101517,45.715641343499,46.3028489343912,46.858436518435,47.3848911495137,47.8844457213498,48.359110625518,48.8107007925134,49.2408588827845,49.6510752524223,50.0427052049849,50.4169839502898,50.7750396180445,51.1179046151489,51.4465255675094,51.7617720479932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",6.81598646912053,12.4451056962588,17.1725326005635,21.1988560817479,24.669275454469,27.6914845833263,30.3470470455792,32.698868043274,34.7962411147957,36.6783408706241,38.3766927501932,39.9169530847903,41.3202141746354,42.6039759515685,43.7828795443262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",7.88641366294841,14.2535711612194,19.5019111050883,23.9025099565975,27.6454166290242,30.8678223809044,33.6712425410057,36.1324053067128,38.3103818832591,40.2513892933138,41.9921063974978,43.5620137505869,44.9850768691726,46.2809782602592,47.4660333010985,48.5538807358573,49.5560099467825,50.4821683089807,51.3406792845883,52.1386932711879,52.8823872252037,53.5771248625239,54.2275862299229,54.8378732683937,55.4115964027485,55.9519460204491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",8.54713338695333,15.3831455171395,20.9751263464665,25.6343405798353,29.576206151259,32.9545494449416,35.8821493755312,38.4435726668541,40.7034763917309,42.7121414750389,44.5092578634748,46.1265735818234,47.5897865589065,48.9199202686396,50.134340353618,51.2475169878888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",6.0693578440975,11.1205959324383,15.3900707600499,19.046233360927,22.212381743468,24.9808397305331,27.4221086381933,29.5909552344573,31.5305693290942,33.2754692457998,34.8535740916726,36.2877088689751,37.5967156246405,38.7962859145683,39.8995928566529,40.917776890366,41.8603232797483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",6.42027019122027,11.7819387134258,16.326884703363,20.2285134256104,23.61438520371,26.5804267471289,29.2001646987455,31.5309033552685,33.6179647573522,35.4976649497902,37.1994451021477,38.7474248216033,40.1615525263009,41.458469771432,42.6521692078467,43.7545014578413,44.7755698904569,45.7240411921746,46.6073919677461,47.4321062331975,48.2038348436641,48.927525149193,49.6075271690656,50.2476811006888,50.851389882356,51.4216797056354,51.9612507492214,52.4725199294301,52.9576570954994,53.418615813143,53.8571596574036,54.2748847609481,54.6732392255528,55.0535398943479,55.4169868941918,55.7646762865467,56.097611107795,56.4167110332345,56.7228208608529,57.0167179796827,57.2991189617559,57.5706853953405,57.8320290594242,58.0837165246316,58.3262732534058,58.5601872618989,58.7859123972759,59.0038712767441,59.2144579283537,NA,NA,NA,NA,NA
"12",6.79521611507239,12.5260823599775,17.424504055116,21.6595768445978,25.357502549055,28.614378964478,31.5046709142155,34.0869732743716,36.4080248684793,38.5055627665355,40.4103898699056,42.1478976484936,43.7392044901066,45.2020182953963,46.5512982261614,47.7997681281678,48.9583190186407,50.0363276311536,51.041910756664,51.9821299872953,52.8631577912329,53.6904131791072,54.4686732653109,55.2021655773257,55.8946448807015,56.5494574675833,57.1695952322702,57.7577413778371,58.316309226899,58.8474753205369,59.3532077626289,59.8352905877747,60.2953447887663,60.7348465259141,61.1551429492444,61.5574659908549,61.9429444248802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",5.97824123037878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",5.62242254051759,10.3253415511989,14.317272942372,17.7481165184929,20.7284005497763,23.3414115739392,25.6511000569969,27.7073839751877,29.5497975492151,31.2100577634924,32.7139055130678,34.0824497981999,35.3331647202507,36.4806395869989,37.5371506285588,38.5131019320307,39.4173692156643,40.2575705353888,41.0402814223919,41.7712073195011,42.455322887789,43.0969853789906,43.7000275369688,44.2678342146081,44.8034059418568,45.3094119661376,45.7882347445765,46.242007453272,46.6726457596305,47.081874856012,47.4712525592297,47.842189128037,48.1959643300482,48.5337421934144,48.8565838015803,49.165458427435,49.4612532529817,49.744781879824,50.0167918024047,50.277970988549,50.5289536892914,50.7703255812793,51.0026283295261,51.2263636453343,51.4419969033742,51.649960372798,51.8506561095998,52.0444585509429,52.2317168466797,52.4127569586063,NA,NA,NA,NA
"15",7.89924780367678,14.2873319539395,19.5600341735241,23.9860235808323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",5.26021050922935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",5.72744911579811,10.5644052598291,14.7035665134347,18.2857730586767,21.4163521669921,24.1756476893823,26.6260129062594,28.8165791350023,30.7865839278373,32.567742136819,34.1859662888812,35.6626354889325,37.015545283264,38.2596283046395,39.4075077372786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",4.85597363204102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",6.04107442957143,11.0956559310396,15.3871422330379,19.0762122688513,22.281392982595,25.0920311056107,27.5767523769897,29.7891392813274,31.7716388792761,33.5583126238604,35.176809669557,36.6498079951472,37.996083585148,39.2313150450817,40.3686970026944,41.4194132902431,42.3930059305954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",6.46704194943309,11.844580413363,16.386548528666,20.2736552214744,23.6380041142109,26.5784056202492,29.1702436216477,31.4720296138084,33.5298730314043,35.3806018069537,37.0539858536779,38.5743505822878,39.9617671362241,41.232943466828,42.4019004459066,43.480491177602,44.4788043559384,45.4054807902334,46.2679641511136,47.0727013516632,47.8253039837427,48.5306793629951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
